part_number,name,description,category,brand,price,in_stock,specifications,image_urls,rating,reviews_count
PS334310,Speed Queen Dishwasher M Series New Style Coil Kit,"Speed Queen Dishwasher M Series New Style Coil Kit. Fixes: Not Heating, Noisy. Brand: Whirlpool. For: Dryer
Washer Dryer Combo",dishwasher,Whirlpool,27.2,True,"{""mpn"": ""279834"", ""replace_parts"": [""AP3094251"", ""3479"", ""279834"", ""12001349"", ""14201336"", ""14201452"", ""14202750"", ""14205025"", ""14210032"", ""14210725"", ""14210908"", ""279834"", ""279834BULK"", ""279834VP"", ""3-6105"", ""3-6106"", ""306105"", ""306106"", ""58804A"", ""58804B ... Show more""], ""product_url"": ""https://www.partselect.com/PS334310-Whirlpool-279834-M-Series-New-Style-Coil-Kit.htm?SourceCode=18"", ""symptoms"": [""Not Heating"", ""Noisy""]}",[],,0
PS11742271,Speed Queen Dishwasher Multi Rib Belt,"Speed Queen Dishwasher Multi Rib Belt. Fixes: Noisy, Drum Not Spinning. Brand: Whirlpool. For: Dryer",dishwasher,Whirlpool,14.63,True,"{""mpn"": ""WP40111201"", ""replace_parts"": [""AP6009126"", ""14218936"", ""40051501"", ""40051502"", ""40111201"", ""59174"", ""R0606549"", ""WP40111201VP""], ""product_url"": ""https://www.partselect.com/PS11742271-Whirlpool-WP40111201-Multi-Rib-Belt.htm?SourceCode=18"", ""symptoms"": [""Noisy"", ""Drum Not Spinning""]}",[],,0
PS11741429,Speed Queen Dishwasher Dryer Radiant Flame Sensor,"Speed Queen Dishwasher Dryer Radiant Flame Sensor. Fixes: Not Heating. Brand: Whirlpool. For: Dryer
Washer Dryer Combo
Refrigerator",refrigerator,Whirlpool,34.85,True,"{""mpn"": ""WP338906"", ""replace_parts"": [""AP6008294"", ""14205529"", ""14210083"", ""14218928"", ""3-3377"", ""338906"", ""35001096"", ""63-5013"", ""DC32-00008A"", ""DE353"", ""K35-194"", ""R0611503"", ""WP338906VP"", ""Y303377"", ""Y56231""], ""product_url"": ""https://www.partselect.com/PS11741429-Whirlpool-WP338906-Dryer-Radiant-Flame-Sensor.htm?SourceCode=18"", ""symptoms"": [""Not Heating""]}",[],,0
PS11741913,Speed Queen Dishwasher Drum Support Roller,"Speed Queen Dishwasher Drum Support Roller. Fixes: Noisy, Drum Not Spinning. Brand: Whirlpool. For: Dryer",dishwasher,Whirlpool,18.9,True,"{""mpn"": ""WP37001042"", ""replace_parts"": [""AP6008773"", ""14218934"", ""37001042"", ""5-0214"", ""500214"", ""500214P"", ""WP37001042VP""], ""product_url"": ""https://www.partselect.com/PS11741913-Whirlpool-WP37001042-Drum-Support-Roller.htm?SourceCode=18"", ""symptoms"": [""Noisy"", ""Drum Not Spinning""]}",[],,0
PS12345661,Speed Queen Dishwasher Affresh Washing Machine Cleaner Tablets – 6 Count,"Speed Queen Dishwasher Affresh Washing Machine Cleaner Tablets – 6 Count. Brand: Whirlpool. For: Washer
Washer Dryer Combo",dishwasher,Whirlpool,23.29,True,"{""mpn"": ""W10501250"", ""replace_parts"": [], ""product_url"": ""https://www.partselect.com/PS12345661-Whirlpool-W10501250-Affresh-Washing-Machine-Cleaner-Tablets-6-Count.htm?SourceCode=18"", ""symptoms"": []}",[],,0
PS11741931,Speed Queen Dishwasher Drum Glide,"Speed Queen Dishwasher Drum Glide. Fixes: Noisy, Marks left on clothes, Drum Not Spinning. Brand: Whirlpool. For: Dryer",dishwasher,Whirlpool,11.92,False,"{""mpn"": ""WP37001298"", ""replace_parts"": [""AP6008790"", ""37001298"", ""40116501"", ""40116502"", ""5-1553"", ""5-1676"", ""5-3452"", ""501553"", ""503452"", ""WP37001298VP"", ""Y501676""], ""product_url"": ""https://www.partselect.com/PS11741931-Whirlpool-WP37001298-Drum-Glide.htm?SourceCode=18"", ""symptoms"": [""Noisy"", ""Marks left on clothes"", ""Drum Not Spinning""]}",[],,0
PS11741930,Speed Queen Dishwasher Dryer Idler Assembly,"Speed Queen Dishwasher Dryer Idler Assembly. Fixes: Noisy, Drum Not Spinning. Brand: Whirlpool. For: Dryer",dishwasher,Whirlpool,33.85,True,"{""mpn"": ""WP37001287"", ""replace_parts"": [""AP6008789"", ""37001287"", ""5-0269"", ""500269"", ""500269P"", ""WP37001287VP""], ""product_url"": ""https://www.partselect.com/PS11741930-Whirlpool-WP37001287-Dryer-Idler-Assembly.htm?SourceCode=18"", ""symptoms"": [""Noisy"", ""Drum Not Spinning""]}",[],,0
PS11757553,Speed Queen Dishwasher Idler Pulley Wheel W/ Bearing,"Speed Queen Dishwasher Idler Pulley Wheel W/ Bearing. Fixes: Noisy, Drum Not Spinning. Brand: Whirlpool. For: Dryer
Washer Dryer Combo",dishwasher,Whirlpool,17.9,True,"{""mpn"": ""WPY54414"", ""replace_parts"": [""AP6024203"", ""14218926"", ""54414"", ""R0609504"", ""WPY54414VP"", ""Y54414""], ""product_url"": ""https://www.partselect.com/PS11757553-Whirlpool-WPY54414-Idler-Pulley-Wheel-w-Bearing.htm?SourceCode=18"", ""symptoms"": [""Noisy"", ""Drum Not Spinning""]}",[],,0
PS1964648,Speed Queen Dishwasher Door Switch Kit,"Speed Queen Dishwasher Door Switch Kit. Fixes: Won’t Start, Noisy, Running With Door Open. Brand: Whirlpool. For: Dryer
Washer Dryer Combo
Washer
Refrigerator",refrigerator,Whirlpool,21.89,True,"{""mpn"": ""W10169313"", ""replace_parts"": [""AP4319999"", ""1378530"", ""3-4575"", ""3-4576"", ""3-5753"", ""3-5754"", ""33001508"", ""33001509"", ""5-4570"", ""56052"", ""57012"", ""62872"", ""R0602515"", ""W10169313"", ""W10169313VP"", ""WPY304575"", ""Y304575"", ""Y304576"", ""Y305753"", ""Y305754 ... Show more""], ""product_url"": ""https://www.partselect.com/PS1964648-Whirlpool-W10169313-Door-Switch-Kit.htm?SourceCode=18"", ""symptoms"": [""Won\u2019t Start"", ""Noisy"", ""Running With Door Open""]}",[],,0
PS12705424,Tappan Dishwasher Lower Spray Arm,"Tappan Dishwasher Lower Spray Arm. Fixes: Not cleaning dishes properly, Leaking, Noisy. Brand: Frigidaire. For: Dishwasher",dishwasher,Frigidaire,41.83,True,"{""mpn"": ""5304518927"", ""replace_parts"": [""AP6810011"", ""154335802"", ""154414201"", ""154496901"", ""154496902"", ""154550002"", ""154567701"", ""154567702"", ""5304507175""], ""product_url"": ""https://www.partselect.com/PS12705424-Frigidaire-5304518927-Lower-Spray-Arm.htm?SourceCode=18"", ""symptoms"": [""Not cleaning dishes properly"", ""Leaking"", ""Noisy"", ""Not drying dishes properly"", ""Will Not Start""]}",[],,0
PS2203346,Tappan Dishwasher Splash Shield Kit,Tappan Dishwasher Splash Shield Kit. Fixes: Leaking. Brand: Frigidaire. For: Dishwasher,dishwasher,Frigidaire,11.99,True,"{""mpn"": ""154701001"", ""replace_parts"": [""AP4338941"", ""1465007"", ""154685101""], ""product_url"": ""https://www.partselect.com/PS2203346-Frigidaire-154701001-Splash-Shield-Kit.htm?SourceCode=18"", ""symptoms"": [""Leaking""]}",[],,0
PS11770481,Westinghouse Dishwasher Stop Clip,Westinghouse Dishwasher Stop Clip. Brand: Frigidaire. For: Dishwasher,dishwasher,Frigidaire,11.92,True,"{""mpn"": ""5304506510"", ""replace_parts"": [""AP6036334"", ""5304440996""], ""product_url"": ""https://www.partselect.com/PS11770481-Frigidaire-5304506510-Stop-Clip.htm?SourceCode=18"", ""symptoms"": []}",[],,0
